67	969年	日本	古代	B	安和の変が起こる	藤原氏が他氏を排除し、摂関政治を強めた。	安和の変・藤原氏
68	1016年	日本	古代	S	藤原道長が摂政となる	外戚関係を利用し、藤原氏の摂関政治が最盛期を迎えた。	藤原道長・摂関政治
69	1051年	日本	中世	A	前九年の役が始まる	源氏が東北の争いを鎮め、東国武士との結び付きを強めた。	前九年の役・源氏
70	1083年	日本	中世	A	後三年の役が始まる	源義家が東北の争いに介入し、武士の信望を高めた。	後三年の役・源義家
71	1086年	日本	中世	S	白河上皇が院政を始める	上皇が天皇に代わって政治を主導し、摂関政治が弱まった。	院政・白河上皇
72	1096年	欧米・世界	中世	S	第1回十字軍が始まる	聖地エルサレム奪回を掲げ、ヨーロッパとイスラム世界の交流も進んだ。	十字軍・イスラム世界
73	1127年	東アジア	中世	B	南宋が成立する	宋が北方民族に圧迫され、都を南へ移した。	南宋・中国王朝
74	1156年	日本	中世	S	保元の乱が起こる	皇室・摂関家の争いに武士が参加し、武士の政治進出が進んだ。	保元の乱・武士
75	1159年	日本	中世	S	平治の乱が起こる	平清盛が源氏を破り、平氏政権への道を開いた。	平治の乱・平清盛
76	1167年	日本	中世	S	平清盛が太政大臣となる	武士として初めて太政大臣となり、日宋貿易を進めた。	平清盛・平氏政権・日宋貿易
77	1180年	日本	中世	A	源平の争乱が始まる	源頼朝らが平氏打倒の兵を挙げ、全国的な内乱となった。	源平の争乱・源頼朝
78	1185年	日本	中世	S	壇ノ浦の戦いで平氏が滅亡する	源氏が勝利し、武家政権成立が決定的となった。	壇ノ浦・平氏滅亡
79	1185年	日本	中世	S	源頼朝が守護・地頭の設置を認められる	全国の軍事・土地支配を進め、鎌倉幕府の基盤を築いた。	守護・地頭・鎌倉幕府
80	1192年	日本	中世	S	源頼朝が征夷大将軍となる	鎌倉を中心とする武家政権の首長として位置付けられた。	源頼朝・征夷大将軍
81	1206年	東アジア	中世	S	チンギス・ハンがモンゴルを統一する	モンゴル帝国が成立し、ユーラシア規模の交流が進んだ。	モンゴル帝国・チンギスハン
82	1219年	日本	中世	B	源実朝が暗殺される	源氏将軍が絶え、北条氏の執権政治が強まった。	源実朝・執権政治
83	1221年	日本	中世	S	承久の乱が起こる	後鳥羽上皇が幕府打倒に敗れ、幕府の全国支配が強化された。	承久の乱・後鳥羽上皇
84	1232年	日本	中世	S	御成敗式目が制定される	北条泰時が武士社会の慣習に基づく法律を定めた。	御成敗式目・北条泰時
85	1258年	西アジア・世界	中世	B	モンゴル軍がバグダッドを占領する	アッバース朝が事実上滅び、モンゴル支配が西アジアへ広がった。	モンゴル帝国・イスラム世界
86	1271年	東アジア	中世	A	モンゴル帝国が国号を元とする	フビライが中国支配を進め、日本にも服属を要求した。	元・フビライ
87	1274年	日本	中世	S	文永の役が起こる	元・高麗軍が九州北部を攻めた最初の元寇である。	元寇・文永の役
88	1281年	日本	中世	S	弘安の役が起こる	再度の元軍襲来を幕府軍が防いだが、御家人への恩賞が不足した。	元寇・弘安の役
89	1297年	日本	中世	S	永仁の徳政令が出される	困窮した御家人を救おうとしたが、かえって金融を停滞させた。	徳政令・御家人
90	1299年ごろ	西アジア・世界	中世	A	オスマン帝国が成立する	後に東地中海・西アジア・北アフリカを支配する大帝国となった。	オスマン帝国・イスラム世界
91	1321年	欧米・世界	中世	B	ダンテの『神曲』が完成する	ルネサンスにつながるイタリア文化の発展を示す。	ルネサンス・文学
92	1333年	日本	中世	S	鎌倉幕府が滅亡する	後醍醐天皇の倒幕運動と武士の離反により幕府が倒れた。	鎌倉幕府滅亡・後醍醐天皇
93	1334年	日本	中世	S	建武の新政が始まる	後醍醐天皇が天皇中心の政治を進めたが、武士の不満を招いた。	建武の新政・後醍醐天皇
94	1336年	日本	中世	A	南北朝の対立が始まる	足利尊氏が京都に新天皇を立て、吉野の南朝と対立した。	南北朝・足利尊氏
95	1338年	日本	中世	S	足利尊氏が征夷大将軍となる	京都に室町幕府を開き、守護を通じて全国を支配した。	室町幕府・足利尊氏
96	1368年	東アジア	中世	S	元が滅び明が成立する	朱元璋が明を建て、漢民族の王朝が復活した。	明・中国王朝
97	1392年	日本	中世	S	南北朝が合一する	足利義満の仲介で朝廷が統一され、幕府の権力が強まった。	南北朝合一・足利義満
98	1392年	東アジア	中世	A	朝鮮王朝が成立する	李成桂が高麗を倒し、李氏朝鮮を建てた。	朝鮮王朝・李成桂
99	1404年	日本	中世	S	日明貿易が始まる	倭寇と区別する勘合を用い、明との正式な貿易を行った。	勘合貿易・足利義満
100	1405年	東アジア	中世	B	鄭和の南海遠征が始まる	明が東南アジア・インド洋へ大船団を派遣した。	明・鄭和・海上交易
