529	紀元前73年	欧米・世界	古代以前	B	スパルタクスの反乱が起こる
530	紀元前60年	欧米・世界	古代以前	B	ローマで第1回三頭政治が成立する
531	紀元前44年	欧米・世界	古代以前	A	カエサルが暗殺される
532	64年	欧米・世界	古代	B	ローマ大火が起こる
533	79年	欧米・世界	古代	B	ヴェスヴィオ火山噴火でポンペイが埋没する
534	105年ごろ	東アジア	古代	A	後漢で紙の製法が改良される
535	184年	東アジア	古代	A	黄巾の乱が起こる
536	220年	東アジア	古代	A	後漢が滅び三国時代が始まる
537	280年	東アジア	古代	B	西晋が中国を一時統一する
538	316年	東アジア	古代	B	西晋が滅亡し中国の分裂が続く
539	325年	欧米・世界	古代	B	ニカイア公会議が開かれる
540	392年	欧米・世界	古代	B	ローマ帝国で異教祭祀が禁止される
541	451年	欧米・世界	古代	B	カタラウヌムの戦いが起こる
542	5世紀ごろ	日本	古代	B	古墳に人物・動物などの形象埴輪が置かれる
543	5〜6世紀ごろ	日本	古代	A	渡来人が製鉄・機織り・土木などの技術を伝える
544	6世紀初め	日本	古代	B	儒教の学問が日本へ伝えられる
545	562年	日本	古代	B	任那をめぐる日本の朝鮮半島での影響が後退する
546	587年	日本	古代	A	丁未の乱で蘇我氏が物部氏を破る
547	600年ごろ	日本	古代	B	飛鳥寺が建立される
548	607年	日本	古代	B	法隆寺に関わる寺院建築が整えられる
549	7世紀前半	日本	古代	B	『天皇記』『国記』などの歴史編纂が試みられる
550	645年	日本	古代	A	乙巳の変で蘇我入鹿が倒される
551	664年	日本	古代	A	防人と水城など九州防衛が強化される
552	667年	日本	古代	B	近江大津宮へ都が移される
553	670年	日本	古代	A	庚午年籍が作られる
554	681年	日本	古代	B	飛鳥浄御原令の編纂が始まる
555	689年	日本	古代	B	飛鳥浄御原令が施行される
556	690年	日本	古代	B	持統天皇が即位する
557	702年	日本	古代	B	大宝律令にもとづく遣唐使が派遣される
558	713年	日本	古代	A	諸国に『風土記』編纂が命じられる
559	718年	日本	古代	B	養老律令が編纂される
560	724年	日本	古代	B	聖武天皇が即位する
561	729年	日本	古代	B	長屋王の変が起こる
562	735〜737年	日本	古代	A	天然痘が流行し社会に大きな被害を与える
563	740年	日本	古代	B	藤原広嗣の乱が起こる
564	743年	日本	古代	A	東大寺大仏造立の詔が出される
565	759年ごろ	日本	古代	A	鑑真が唐招提寺を開く
566	757年	日本	古代	B	養老律令が施行される
567	770年	日本	古代	B	道鏡が失脚する
568	781年	日本	古代	A	桓武天皇が即位する
569	788年	日本	古代	B	最澄が比叡山に修行道場を開く
570	797年	日本	古代	A	坂上田村麻呂が征夷大将軍となる
571	801年	日本	古代	B	坂上田村麻呂が蝦夷征討を進める
572	816年	日本	古代	B	空海が高野山を修行の道場として開く
573	823年	日本	古代	B	東寺が空海に与えられる
574	842年	日本	古代	B	承和の変が起こる
575	887年	日本	古代	A	藤原基経が関白となる
576	901年	日本	古代	A	菅原道真が大宰府へ左遷される
577	927年	日本	古代	B	『延喜式』が完成する
578	10世紀ごろ	日本	古代	B	紀貫之が『土佐日記』を著す
579	10世紀ごろ	日本	古代	A	浄土信仰が貴族社会に広がる
580	951年	日本	古代	B	『後撰和歌集』が編纂される
581	10世紀後半	日本	古代	A	平安京で貴族の荘園支配が拡大する
582	985年	日本	古代	A	源信が『往生要集』を著す
583	996年	日本	古代	B	長徳の変で藤原伊周らが失脚する
584	1000年ごろ	日本	古代	A	女房文学が宮廷で栄える
585	1019年	日本	古代	B	刀伊の入寇が起こる
586	11世紀前半	日本	古代	A	藤原道長の一族が后妃を独占する
587	1052年	日本	古代	B	末法の世に入ったとする思想が広がる
588	1053年	日本	古代	A	平等院鳳凰堂が建立される
589	1069年	日本	古代	A	延久の荘園整理令が出される
590	1086年	日本	中世	B	院庁が上皇政治の実務を担う
591	11〜12世紀ごろ	日本	中世	A	武士団が東国・西国で成長する
592	1088年	日本	中世	B	白河上皇が院の御所を政治拠点とする
593	1108年	日本	中世	B	源義親の乱が鎮圧される
594	12世紀初め	日本	中世	B	興福寺・延暦寺など寺社勢力が強い政治的影響を持つ
595	1124年	日本	中世	A	中尊寺金色堂が建立される
596	1129年	日本	中世	B	鳥羽上皇の院政が本格化する
597	12世紀前半	日本	中世	B	平忠盛が日宋貿易で力を伸ばす
598	1147年	日本	中世	B	祇園社事件で平清盛が処分を受ける
599	12世紀ごろ	日本	中世	A	平泉が東北の政治・交易・文化拠点として栄える
600	1155年	日本	中世	B	近衛天皇死去後に皇位継承問題が深まる
601	12世紀後半	日本	中世	A	平清盛が武士を朝廷の高位へ進出させる
602	12世紀後半	日本	中世	A	平氏が大輪田泊を整備し日宋貿易を進める
603	1177年	日本	中世	B	鹿ケ谷の陰謀が発覚する
604	1179年	日本	中世	B	平清盛が後白河法皇を幽閉する
605	1180年	日本	中世	B	福原への遷都が行われる
606	1180年	日本	中世	B	富士川の戦いで平氏軍が敗走する
607	1183年	日本	中世	B	源義仲が京都に入る
608	1184年	日本	中世	B	一ノ谷の戦いが起こる
609	1184年	日本	中世	A	源頼朝が公文所・問注所を置く
610	1189年	日本	中世	A	奥州合戦で奥州藤原氏が滅亡する
611	1199年	日本	中世	A	源頼朝が死去する
612	1203年	日本	中世	A	北条時政が初代執権となる
613	1205年	日本	中世	B	北条義時が執権となる
614	1213年	日本	中世	B	和田合戦が起こる
615	1221年	日本	中世	A	六波羅探題が京都に置かれる
616	1225年	日本	中世	A	連署・評定衆が置かれる
617	1247年	日本	中世	B	宝治合戦で三浦氏が滅亡する
618	1249年	日本	中世	B	引付衆が設置される
619	1268年	日本	中世	A	元から日本へ服属を求める国書が届く
620	1276年	日本	中世	A	鎌倉幕府が博多湾岸の石築地を整備する
621	1285年	日本	中世	B	霜月騒動が起こる
622	1293年	日本	中世	B	平禅門の乱が起こる
623	13〜14世紀	日本	中世	B	悪党と呼ばれる武装勢力が各地で活動する
624	1318年	日本	中世	A	後醍醐天皇が即位する
625	1324年	日本	中世	B	正中の変が起こる
626	1331年	日本	中世	A	元弘の変が起こる
627	1333年	日本	中世	A	新田義貞が鎌倉を攻める
628	1335年	日本	中世	B	中先代の乱が起こる
629	1336年	日本	中世	A	足利尊氏が建武式目を定める
630	1349年	日本	中世	B	鎌倉府の基礎が整えられる
631	1350年	日本	中世	A	観応の擾乱が始まる
632	1378年	日本	中世	B	足利義満が花の御所へ移る
633	1391年	日本	中世	B	明徳の乱で山名氏の勢力が削られる
634	1394年	日本	中世	B	足利義満が太政大臣となる
635	1399年	日本	中世	B	応永の乱で大内氏が敗れる
636	1419年	日本	中世	B	応永の外寇が起こる
637	1429年	日本	中世	A	琉球王国が尚巴志のもとで統一される
638	1438年	日本	中世	B	永享の乱が起こる
639	1441年	日本	中世	A	嘉吉の乱で足利義教が暗殺される
640	1441年	日本	中世	B	嘉吉の徳政一揆が起こる
641	1457年	日本	中世	A	コシャマインの戦いが起こる
642	1467年	日本	中世	A	京都が応仁の乱で大きく荒廃する
643	15世紀後半	日本	中世	A	戦国大名が分国法を定め始める
644	1493年	日本	中世	B	明応の政変が起こる
645	15〜16世紀	日本	近世	A	堺が自治都市として繁栄する
646	15〜16世紀	日本	近世	B	博多が国際交易都市として発展する
647	1523年	東アジア	近世	B	寧波の乱が起こる
648	1532年	日本	近世	B	法華一揆が京都で勢力を強める
649	1536年	日本	近世	B	天文法華の乱が起こる
650	16世紀前半	日本	近世	A	石見銀山の銀が東アジア交易に流通する
651	16世紀半ば	日本	近世	A	南蛮貿易が九州の港を中心に広がる
652	1555年	日本	近世	B	厳島の戦いで毛利元就が勝利する
653	1561年	日本	近世	B	川中島の戦いが激化する
654	1567年	日本	近世	A	織田信長が岐阜城を拠点とする
655	1569年	日本	近世	B	織田信長が撰銭令を出す
656	1570年	日本	近世	B	姉川の戦いが起こる
657	1571年	日本	近世	A	織田信長が比叡山延暦寺を焼き討ちする
658	1573年	日本	近世	B	浅井氏・朝倉氏が滅亡する
659	1576年	日本	近世	A	安土城下で楽市楽座が進められる
660	1582年	日本	近世	A	山崎の戦いで羽柴秀吉が明智光秀を破る
661	1583年	日本	近世	B	賤ヶ岳の戦いで羽柴秀吉が勝利する
662	1585年	日本	近世	A	豊臣秀吉が関白となる
663	1587年	日本	近世	A	豊臣秀吉が九州を平定する
664	1587年	日本	近世	A	バテレン追放令が出される
665	1591年	日本	近世	B	身分統制令が出される
666	1591年	日本	近世	B	千利休が豊臣秀吉の命で自害する
667	1596年	日本	近世	B	サン・フェリペ号事件が起こる
668	1597年	日本	近世	B	二十六聖人が長崎で処刑される
669	8〜9世紀	西アジア・世界	中世	A	アッバース朝のバグダッドが学術・交易都市として繁栄する
670	827年	欧米・世界	中世	B	イングランドでウェセックス王国の勢力が強まる
671	862年ごろ	欧米・世界	中世	B	ノヴゴロドを中心にルーシの国家形成が進む
672	962年	欧米・世界	中世	A	オットー1世が皇帝となり神聖ローマ帝国の基礎を築く
673	988年	欧米・世界	中世	B	キエフ公国がキリスト教を受容する
674	10〜11世紀	欧米・世界	中世	B	西ヨーロッパで三圃制が広がる
675	1054年	欧米・世界	中世	A	東西教会が分裂する
676	1066年	欧米・世界	中世	A	ノルマン征服でイングランド王朝が交代する
677	1077年	欧米・世界	中世	A	カノッサの屈辱が起こる
678	1095年	欧米・世界	中世	A	クレルモン公会議で十字軍が呼びかけられる
679	1122年	欧米・世界	中世	B	ヴォルムス協約が結ばれる
680	1154年	欧米・世界	中世	B	プランタジネット朝がイングランドで始まる
681	1187年	西アジア・世界	中世	A	サラディンがエルサレムを奪回する
682	1204年	欧米・世界	中世	B	第4回十字軍がコンスタンティノープルを占領する
683	1209年	欧米・世界	中世	B	フランチェスコ会につながる托鉢運動が始まる
684	1215年	欧米・世界	中世	A	マグナ・カルタが認められる
685	1215年	欧米・世界	中世	B	第4ラテラノ公会議が開かれる
686	1236年	欧米・世界	中世	A	モンゴル軍がロシア諸公国へ侵攻する
687	1241年	欧米・世界	中世	A	モンゴル軍が東欧へ侵攻する
688	13世紀	欧米・世界	中世	B	ハンザ同盟が北海・バルト海交易で発展する
689	13世紀	欧米・世界	中世	A	ヨーロッパで大学が発展する
690	1271年ごろ	欧米・世界	中世	B	マルコ・ポーロがアジアへの旅に出る
691	1291年	西アジア・世界	中世	B	十字軍国家最後の拠点アッコンが陥落する
692	1302年	欧米・世界	中世	A	フランスで三部会が招集される
693	1309年	欧米・世界	中世	B	教皇庁がアヴィニョンへ移る
694	1337年	欧米・世界	中世	A	百年戦争が始まる
695	1347年ごろ	欧米・世界	中世	A	黒死病がヨーロッパで大流行する
696	1358年	欧米・世界	中世	B	ジャックリーの乱が起こる
697	1381年	欧米・世界	中世	B	ワット・タイラーの乱が起こる
698	1415年	欧米・世界	中世	B	アジャンクールの戦いが起こる
699	1431年	欧米・世界	中世	A	ジャンヌ・ダルクが処刑される
700	1455年	欧米・世界	中世	B	ばら戦争が始まる
701	1485年	欧米・世界	中世	A	テューダー朝がイングランドで始まる
702	1494年	欧米・世界	近世	A	トルデシリャス条約が結ばれる
703	1500年	欧米・世界	近世	B	カブラルがブラジルに到達する
704	1519年	欧米・世界	近世	A	コルテスがアステカ帝国征服を始める
705	1521年	欧米・世界	近世	A	アステカ帝国が滅亡する
706	1524年	欧米・世界	近世	B	ドイツ農民戦争が始まる
707	1532年	欧米・世界	近世	A	ピサロがインカ皇帝を捕らえる
708	1533年	欧米・世界	近世	A	インカ帝国がスペインに征服される
709	1534年	欧米・世界	近世	A	イングランド国教会が成立する
710	1545年	欧米・世界	近世	A	トリエント公会議が始まる
711	1555年	欧米・世界	近世	A	アウクスブルクの宗教和議が結ばれる
712	1558年	欧米・世界	近世	A	エリザベス1世がイングランド女王となる
713	1562年	欧米・世界	近世	B	フランス宗教戦争が始まる
714	1571年	欧米・世界	近世	B	レパントの海戦が起こる
715	1572年	欧米・世界	近世	B	サン・バルテルミの虐殺が起こる
716	1581年	欧米・世界	近世	A	ネーデルラント北部が独立を宣言する
717	1598年	欧米・世界	近世	A	ナントの勅令が出される
718	17世紀初め	日本	近世	A	朱印船貿易が東南アジアへ広がる
719	1604年	日本	近世	B	糸割符制度が始まる
720	1605年	日本	近世	B	徳川秀忠が2代将軍となる
721	1609年	日本	近世	A	オランダ商館が平戸に置かれる
722	1612年	日本	近世	A	幕府直轄領でキリスト教禁教令が出される
723	1613年	日本	近世	A	全国にキリスト教禁教令が広げられる
724	1615年	日本	近世	A	禁中並公家諸法度が制定される
725	1615年	日本	近世	A	一国一城令が出される
726	1616年	日本	近世	B	徳川家康が死去する
727	1623年	日本	近世	A	徳川家光が3代将軍となる
728	1629年	日本	近世	B	踏絵が長崎などで行われるようになる
729	1633年	日本	近世	B	奉書船以外の海外渡航が禁止される
730	1635年	日本	近世	A	日本人の海外渡航・帰国が原則禁止される
731	1643年	日本	近世	B	田畑永代売買禁止令が出される
732	1649年	日本	近世	B	慶安の御触書が出されたとされる
733	1651年	日本	近世	B	慶安の変が起こる
734	1651年	日本	近世	B	徳川家綱が4代将軍となる
735	1663年	日本	近世	B	殉死が禁止される
736	1665年	日本	近世	B	大名の人質制度が廃止される
737	1669年	日本	近世	A	シャクシャインの戦いが起こる
738	1671年	日本	近世	A	河村瑞賢が東廻り航路を整備する
739	1672年	日本	近世	A	河村瑞賢が西廻り航路を整備する
740	1680年	日本	近世	B	徳川綱吉が5代将軍となる
741	1685年ごろ	日本	近世	B	井原西鶴の浮世草子が人気を集める
742	1687年	日本	近世	B	松尾芭蕉が『笈の小文』などの旅を重ねる
743	1688年ごろ	日本	近世	A	近松門左衛門が人形浄瑠璃の脚本で活躍する
744	1690年	日本	近世	B	湯島聖堂が整備される
745	1702年	日本	近世	B	赤穂浪士の討ち入りが起こる
746	1707年	日本	近世	A	宝永地震が起こる
747	1707年	日本	近世	A	富士山の宝永噴火が起こる
748	1715年	日本	近世	A	海舶互市新例が出される
749	1720年	日本	近世	A	洋書輸入の禁が緩和される
750	1722年	日本	近世	B	小石川養生所が設けられる
751	1732年	日本	近世	A	享保の大飢饉が起こる
752	18世紀前半	日本	近世	B	青木昆陽が甘藷栽培の普及に努める
753	1744年	日本	近世	B	神尾春央が年貢増徴政策を進める
754	18世紀	日本	近世	A	新田開発が各地で進む
755	18世紀	日本	近世	A	問屋制家内工業が各地で広がる
756	18世紀	日本	近世	A	藩が専売制を進める
757	18世紀後半	日本	近世	B	化政文化につながる江戸の出版市場が拡大する
758	1767年	日本	近世	B	明和事件で尊王論者が処罰される
759	18世紀後半	日本	近世	A	本居宣長が国学研究を深める
760	1776年	日本	近世	B	平賀源内がエレキテルを紹介する
761	1783年	日本	近世	A	浅間山が大噴火する
762	1789年	日本	近世	A	寛政異学の禁が出される
763	1790年	日本	近世	B	昌平坂学問所が幕府直轄の教育機関となる
764	1792年	日本	近世	B	林子平が『海国兵談』で海防を説く
765	1793年	日本	近世	B	寛政の改革で囲米が進められる
766	1600年ごろ	欧米・世界	近世	A	オランダで東方貿易が急拡大する
767	1609年	欧米・世界	近世	B	オランダが事実上の独立を確保する休戦に入る
768	17世紀初め	欧米・世界	近世	A	ケプラーが惑星運動の法則を発表する
769	1620年	欧米・世界	近世	A	メイフラワー号が北アメリカへ到着する
770	1628年	欧米・世界	近世	A	イングランドで権利の請願が出される
771	1632年	南アジア	近世	B	タージ・マハルの建設が始まる
772	1637年	欧米・世界	近世	B	デカルトが『方法序説』を刊行する
773	1640年	欧米・世界	近世	B	ポルトガルがスペインから独立を回復する
774	1649年	欧米・世界	近世	A	イングランド王チャールズ1世が処刑される
775	1651年	欧米・世界	近世	B	ホッブズが『リヴァイアサン』を刊行する
776	1652年	欧米・世界	近世	B	オランダがケープ植民地を築く
777	1660年	欧米・世界	近世	A	イングランドで王政復古が行われる
778	1661年	欧米・世界	近世	A	ルイ14世の親政が始まる
779	1665年	欧米・世界	近世	B	ロンドンでペストが大流行する
780	1666年	欧米・世界	近世	B	ロンドン大火が起こる
781	17世紀後半	欧米・世界	近世	A	フランスで重商主義政策が進む
782	1683年	欧米・世界	近世	A	オスマン帝国の第2次ウィーン包囲が失敗する
783	1685年	欧米・世界	近世	B	ナントの勅令が廃止される
784	1694年	欧米・世界	近世	A	イングランド銀行が設立される
785	1700年	欧米・世界	近世	A	スペイン継承戦争が始まる
786	1701年	欧米・世界	近世	A	プロイセン王国が成立する
787	1707年	欧米・世界	近世	A	イングランドとスコットランドが合同する
788	1713年	欧米・世界	近世	A	ユトレヒト条約が結ばれる
789	1721年	欧米・世界	近世	A	ロシア帝国が成立する
790	1733年	欧米・世界	近世	B	飛び杼が発明される
791	1740年	欧米・世界	近世	B	オーストリア継承戦争が始まる
792	1751年	欧米・世界	近世	A	フランスで『百科全書』刊行が始まる
793	1764年	欧米・世界	近世	A	ジェニー紡績機が発明される
794	1769年	欧米・世界	近世	A	ワットが改良蒸気機関の特許を得る
795	1770年	欧米・世界	近世	B	クックがオーストラリア東岸を探査する
796	1781年	欧米・世界	近世	A	ヨークタウンの戦いでイギリス軍が降伏する
797	1783年	欧米・世界	近世	A	パリ条約でアメリカ独立が承認される
798	1787年	欧米・世界	近世	A	アメリカ合衆国憲法が制定される
799	1789年	欧米・世界	近世	A	フランス人権宣言が採択される
800	1791年	欧米・世界	近世	B	フランスで最初の憲法が制定される
801	1792年	欧米・世界	近世	A	フランスで王政が廃止され共和政となる
802	1793年	欧米・世界	近世	A	ルイ16世が処刑される
803	1794年	欧米・世界	近世	B	ロベスピエールが失脚し恐怖政治が終わる
804	1796年	欧米・世界	近世	A	ジェンナーが種痘法を実験する
805	1798年	欧米・世界	近世	B	マルサスが『人口論』を刊行する
806	1800年	日本	近世	A	伊能忠敬が蝦夷地測量を始める
807	1804年	日本	近世	B	華岡青洲が全身麻酔による乳がん手術に成功する
808	1811年	日本	近世	B	蛮書和解御用が置かれる
809	1815年	日本	近世	B	杉田玄白が『蘭学事始』を著す
810	1818年	日本	近世	B	イギリス人ゴードンが浦賀に来航する
811	1823年	日本	近世	A	シーボルトが長崎で鳴滝塾を開く
812	1828年	日本	近世	A	シーボルト事件が起こる
813	1830年代	日本	近世	A	天保の飢饉が深刻化する
814	1833年	日本	近世	A	天保の飢饉が始まる
815	1841年	日本	近世	A	株仲間が解散される
816	1843年	日本	近世	B	上知令が出される
817	1844年	日本	近世	B	オランダ国王が日本へ開国を勧告する
818	1846年	日本	近世	B	ビッドルが浦賀に来航する
819	1853年	日本	近代	A	プチャーチンが長崎に来航する
820	1855年	日本	近代	A	日露和親条約が結ばれる
821	1855年	日本	近代	A	安政江戸地震が起こる
822	1856年	日本	近代	A	ハリスが初代アメリカ総領事として着任する
823	1858年	日本	近代	A	安政五カ国条約が結ばれる
824	1860年	日本	近代	A	遣米使節がワシントンを訪れる
825	1862年	日本	近代	A	文久の改革が行われる
826	1863年	日本	近代	A	八月十八日の政変が起こる
827	1864年	日本	近代	A	禁門の変が起こる
828	1864年	日本	近代	B	第一次長州征討が行われる
829	1865年	日本	近代	B	長州藩で高杉晋作らが藩政を掌握する
830	1866年	日本	近代	A	第二次長州征討で幕府軍が苦戦する
831	1867年	日本	近代	B	ええじゃないかが各地で流行する
832	1868年	日本	近代	A	政体書が公布される
833	1868年	日本	近代	A	神仏分離令が出される
834	1868年	日本	近代	A	東京が新しい政治の中心となる
835	1869年	日本	近代	B	東京奠都が進む
836	1870年	日本	近代	A	新貨条例が制定される
837	1871年	日本	近代	A	戸籍法が制定される
838	1871年	日本	近代	B	散髪脱刀令が出される
839	1871年	日本	近代	A	郵便制度が東京・大阪間などで開始される
840	1872年	日本	近代	B	太陽暦への改暦が決定される
841	1872年	日本	近代	A	官営富岡製糸場で女性工女が働く
842	1873年	日本	近代	B	内務省が設置される
843	1874年	日本	近代	A	台湾出兵が行われる
844	1875年	日本	近代	B	大阪会議が開かれる
845	1875年	日本	近代	A	讒謗律・新聞紙条例が制定される
846	1863年	欧米・世界	近代	A	アメリカで奴隷解放宣言が出される
847	1876年	日本	近代	B	神風連の乱が起こる
848	1876年	日本	近代	B	秋月の乱・萩の乱が起こる
849	1878年	日本	近代	B	郡区町村編制法が制定される
850	1878年	日本	近代	A	地方三新法が制定される
851	1880年	日本	近代	A	国会期成同盟が結成される
852	1880年	日本	近代	A	集会条例が制定される
853	1881年	日本	近代	A	明治十四年の政変が起こる
854	1883年	日本	近代	B	鹿鳴館外交が展開される
855	1885年	日本	近代	A	太政官制が廃止され内閣制度へ移行する
856	1886年	日本	近代	B	帝国大学令が公布される
857	1887年	日本	近代	A	保安条例が公布される
858	1888年	日本	近代	A	枢密院が設置される
859	1888年	日本	近代	B	市制・町村制が公布される
860	1889年	日本	近代	A	東海道本線が新橋・神戸間で全通する
861	1890年	日本	近代	B	府県制・郡制が公布される
862	1890年	日本	近代	A	教育勅語が学校教育の基準として広まる
863	1891年	日本	近代	A	大津事件が起こる
864	1891年	愛知・日本	近代	A	濃尾地震が起こる
865	1892年	日本	近代	B	第2回衆議院議員総選挙で選挙干渉が行われる
866	1894年	日本	近代	A	日英通商航海条約が調印される
867	1896年	日本	近代	A	民法が制定される
868	1896年	日本	近代	A	三陸地震津波が起こる
869	1897年	日本	近代	A	労働組合期成会が結成される
870	1898年	日本	近代	A	隈板内閣が成立する
871	1899年	日本	近代	A	改正条約が発効し領事裁判権が撤廃される
872	1900年	日本	近代	A	軍部大臣現役武官制が導入される
873	1901年	日本	近代	B	社会民主党が結成直後に禁止される
874	1905年	日本	近代	B	第二次日英同盟が結ばれる
875	1906年	日本	近代	A	南満州鉄道株式会社が設立される
876	1907年	日本	近代	B	日露協約が結ばれる
877	1908年	日本	近代	B	戊申詔が出される
878	1910年	日本	近代	A	大逆事件が起こる
879	1864年	欧米・世界	近代	B	第1インターナショナルが結成される
880	1801年	欧米・世界	近代	B	イギリスとアイルランドが合同する
881	1804年	欧米・世界	近代	A	ハイチが独立する
882	1807年	欧米・世界	近代	A	イギリスが奴隷貿易を禁止する
883	1810年	欧米・世界	近代	A	ラテンアメリカ各地で独立運動が本格化する
884	1812年	欧米・世界	近代	A	ナポレオンがロシア遠征を行う
885	1815年	欧米・世界	近代	A	ワーテルローの戦いでナポレオンが敗れる
886	1820年代	欧米・世界	近代	A	ラテンアメリカ諸国の独立が相次ぐ
887	1821年	欧米・世界	近代	A	ギリシャ独立戦争が始まる
888	1823年	欧米・世界	近代	A	モンロー宣言が出される
889	1825年	欧米・世界	近代	A	イギリスで世界初の公共鉄道が開業する
890	1830年	欧米・世界	近代	B	リバプール・マンチェスター鉄道が開業する
891	1833年	欧米・世界	近代	A	イギリスで奴隷制度廃止法が成立する
892	1834年	欧米・世界	近代	A	ドイツ関税同盟が成立する
893	1837年	欧米・世界	近代	B	ヴィクトリア女王が即位する
894	1838年	欧米・世界	近代	A	イギリスでチャーティスト運動が始まる
895	1842年	欧米・世界	近代	B	イギリスで工場法改正が進む
896	1846年	欧米・世界	近代	A	イギリスで穀物法が廃止される
897	1848年	欧米・世界	近代	A	『共産党宣言』が発表される
898	1851年	欧米・世界	近代	A	ロンドン万国博覧会が開かれる
899	1853年	欧米・世界	近代	A	クリミア戦争が始まる
900	1859年	西アジア・世界	近代	A	スエズ運河の建設が始まる
901	1867年	欧米・世界	近代	B	カナダ自治領が成立する
902	1867年	欧米・世界	近代	A	マルクスが『資本論』第1巻を刊行する
903	1869年	西アジア・世界	近代	A	スエズ運河が開通する
904	1870年	欧米・世界	近代	A	普仏戦争が始まる
905	1871年	欧米・世界	近代	B	パリ・コミューンが成立する
906	1876年	欧米・世界	近代	B	ベルが電話機の特許を取得する
907	1879年	欧米・世界	近代	B	エジソンが実用的な白熱電球を開発する
908	1882年	西アジア・世界	近代	A	イギリスがエジプトを占領する
909	1884年	東アジア	近代	B	清仏戦争が始まる
910	1885年	南アジア	近代	A	インド国民会議が結成される
911	1886年	欧米・世界	近代	B	アメリカで労働運動と8時間労働要求が高まる
912	1889年	欧米・世界	近代	B	第二インターナショナルが結成される
913	1895年	欧米・世界	近代	B	レントゲンがX線を発見する
914	1896年	欧米・世界	近代	B	第1回近代オリンピックがアテネで開かれる
915	1898年	欧米・世界	近代	A	米西戦争が起こる
916	1899年	欧米・世界	近代	B	第1回ハーグ平和会議が開かれる
917	1903年	欧米・世界	近代	B	パナマがコロンビアから独立する
918	1904年	欧米・世界	近代	B	パナマ運河の建設が本格化する
919	1905年	欧米・世界	近代	A	ロシア第一革命が起こる
920	1908年	西アジア・世界	近代	B	青年トルコ革命が起こる
921	1910年	欧米・世界	近代	B	メキシコ革命が始まる
922	1911年	東アジア	近代	A	三民主義が中国革命運動の理念として広がる
923	1912年	東アジア	近代	A	清朝最後の皇帝溥儀が退位する
924	1912年	欧米・世界	近代	A	バルカン戦争が始まる
925	1913年	欧米・世界	近代	B	フォードが流れ作業方式を本格導入する
926	1914年	欧米・世界	近代	A	パナマ運河が開通する
927	1914年	日本	近代	B	日本軍が青島を占領する
928	1915年	欧米・世界	近代	B	ガリポリの戦いが起こる
929	1916年	欧米・世界	近代	B	ヴェルダンの戦いが長期化する
930	1916年	欧米・世界	近代	B	ソンムの戦いで戦車が初めて実戦投入される
931	1917年	欧米・世界	近代	A	アメリカが第一次世界大戦に参戦する
932	1917年	欧米・世界	近代	A	二月革命でロシア皇帝が退位する
933	1917年	欧米・世界	近代	A	十月革命でボリシェヴィキが政権を握る
