320	1972年	日本	現代	S	沖縄が日本へ返還される	アメリカ統治から日本へ施政権が返還された。	沖縄返還・日米関係
321	1972年	日本	現代	S	日中共同声明が発表される	日本と中華人民共和国の国交が正常化した。	日中共同声明・国交正常化
322	1973年	西アジア・世界	現代	S	第四次中東戦争が起こる	アラブ諸国とイスラエルの戦争を背景に石油戦略が使われた。	第四次中東戦争・中東問題
323	1973年	欧米・世界	現代	S	第一次石油危機が起こる	原油価格上昇で日本の高度経済成長が終わり、安定成長へ移った。	石油危機・高度経済成長
324	1975年	欧米・世界	現代	S	ベトナム戦争が終結する	北ベトナム側が勝利し、翌年ベトナム社会主義共和国が成立した。	ベトナム戦争・冷戦
325	1975年	欧米・世界	現代	A	第1回主要国首脳会議が開かれる	先進国が世界経済問題を協議し、後のG7へつながった。	サミット・G7
326	1978年	日本	現代	S	日中平和友好条約が結ばれる	日本と中国の平和友好関係を条約で確認した。	日中平和友好条約・外交
327	1978年	東アジア	現代	A	中国で改革開放政策が始まる	鄧小平のもとで市場原理を取り入れ、経済成長を進めた。	改革開放・鄧小平
328	1979年	西アジア・世界	現代	A	イラン革命が起こる	王政が倒れ、イスラム共和制が成立した。	イラン革命・中東
329	1979年	欧米・世界	現代	A	ソ連がアフガニスタンへ侵攻する	米ソの緊張が再び高まり、新冷戦と呼ばれた。	アフガニスタン侵攻・冷戦
330	1985年	欧米・世界	現代	S	ゴルバチョフがソ連共産党書記長となる	ペレストロイカとグラスノスチを進め、冷戦終結へ影響した。	ゴルバチョフ・ペレストロイカ
331	1987年	欧米・世界	現代	A	米ソが中距離核戦力全廃条約に調印する	核兵器の一部を実際に廃棄する軍縮条約となった。	INF条約・軍縮
332	1989年	欧米・世界	現代	S	ベルリンの壁が崩壊する	東欧民主化と冷戦終結を象徴する出来事となった。	ベルリンの壁崩壊・冷戦終結
333	1989年	日本	現代	A	昭和天皇が死去し平成時代となる	元号が平成に改められた。	平成・元号
334	1990年	欧米・世界	現代	S	東西ドイツが統一される	冷戦下で分断されていたドイツが再統一された。	ドイツ統一・冷戦終結
335	1991年	欧米・世界	現代	S	ソビエト連邦が解体する	15共和国が独立し、冷戦構造が終わった。	ソ連崩壊・冷戦終結
336	1991年	西アジア・世界	現代	A	湾岸戦争が起こる	イラクのクウェート侵攻に対し多国籍軍が攻撃した。	湾岸戦争・中東
337	1993年	欧米・世界	現代	S	ヨーロッパ連合が成立する	マーストリヒト条約発効により経済・政治統合が進んだ。	EU・ヨーロッパ統合
338	1995年	日本	現代	A	阪神・淡路大震災が起こる	都市直下型地震が大きな被害をもたらし、防災・ボランティア活動に影響した。	阪神淡路大震災・災害
339	2001年	欧米・世界	現代	A	アメリカ同時多発テロが起こる	国際テロ対策とアフガニスタン戦争につながった。	同時多発テロ・国際紛争
340	2002年	日本	現代	B	日朝首脳会談が開かれる	日本人拉致問題や国交正常化について協議された。	日朝関係・拉致問題
341	2005年	愛知・日本	現代	B	愛知万博が開催される	「自然の叡智」をテーマに愛知県で国際博覧会が開かれた。	愛知・愛知万博
342	2008年	欧米・世界	現代	B	世界金融危機が広がる	アメリカの金融機関破綻をきっかけに世界同時不況となった。	世界金融危機・経済
343	2011年	日本	現代	A	東日本大震災が起こる	巨大地震と津波、原子力発電所事故が甚大な被害をもたらした。	東日本大震災・災害
344	2019年	日本	現代	B	天皇の代替わりで令和時代となる	元号が平成から令和に改められた。	令和・元号
345	905年	日本	古代	A	『古今和歌集』がまとめられる	紀貫之らが編集した最初の勅撰和歌集で、国風文化を代表する。	国風文化・古今和歌集
346	11世紀初め	日本	古代	A	紫式部の『源氏物語』が成立する	かな文字で宮廷社会を描き、国風文化を代表する文学作品となった。	国風文化・源氏物語・紫式部
347	1175年	日本	中世	A	法然が浄土宗を開く	念仏による救いを説き、鎌倉新仏教の先駆けとなった。	法然・浄土宗・鎌倉仏教
348	1191年	日本	中世	A	栄西が宋から帰国し臨済宗を広める	禅宗が武士の気風に合い、鎌倉幕府の保護を受けた。	栄西・臨済宗・鎌倉仏教
349	1205年	日本	中世	B	『新古今和歌集』がまとめられる	後鳥羽上皇の命で編集され、鎌倉文化を代表する和歌集となった。	新古今和歌集・鎌倉文化
350	1253年	日本	中世	A	日蓮が法華宗を開く	法華経を重視し、題目を唱えることによる救いを説いた。	日蓮・法華宗・鎌倉仏教
